Country,1979-01-01 00:00:00,1980-01-01 00:00:00,1981-01-01 00:00:00,1982-01-01 00:00:00,1983-01-01 00:00:00,1984-01-01 00:00:00,1985-01-01 00:00:00,1986-01-01 00:00:00,1987-01-01 00:00:00,1988-01-01 00:00:00,1989-01-01 00:00:00,1990-01-01 00:00:00,1991-01-01 00:00:00,1992-01-01 00:00:00,1993-01-01 00:00:00,1994-01-01 00:00:00,1995-01-01 00:00:00,1996-01-01 00:00:00,1997-01-01 00:00:00,1998-01-01 00:00:00,1999-01-01 00:00:00,2000-01-01 00:00:00,2001-01-01 00:00:00,2002-01-01 00:00:00,2003-01-01 00:00:00,2004-01-01 00:00:00,2005-01-01 00:00:00,2006-01-01 00:00:00,2007-01-01 00:00:00,2008-01-01 00:00:00,2009-01-01 00:00:00,2010-01-01 00:00:00,2011-01-01 00:00:00,2012-01-01 00:00:00,2013-01-01 00:00:00,2014-01-01 00:00:00,2015-01-01 00:00:00,2016-01-01 00:00:00
Portugal,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.049931344401448,0.0483851457602516,0.045982296815725944,0.0449842555105713,0.04356349379220214,0.04271222637479979
Romania,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0604814322003145,0.057477871019657435,0.05623031938821412,0.05445436724025267,0.05339028296849973
Russia,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.11908306043465318,0.1131381699901004,0.10716677829872738,0.10274852298998202,0.099862688802896,0.0967702915205032,0.09196459363145189,0.0899685110211426,0.08712698758440428,0.08542445274959957
Scotland,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07176175098672408,0.06594131223211341,0.05997001499250374,0.056227157717177394,0.052042674993494666,0.047080979284369114,0.04338394793926247,0.04166666666666667,0.041118421052631575,0.03901677721420211,0.03653635367190354,0.034952813701502966,0.03322259136212625,0.031387319522912745,0.029770765108663295,0.0282845424975251,0.026791694574681845,0.025687130747495505,0.024965672200724,0.0241925728801258,0.022991148407862972,0.02249212775528565,0.02178174689610107,0.021356113187399894
Serbia,0.0,0.0,0.0,0.0,0.0,0.1509433962264151,0.1260239445494644,0.11655011655011654,0.11534025374855825,0.10368066355624676,0.09358914365933552,0.08857395925597875,0.08385744234800838,0.07659900421294523,0.07176175098672408,0.06594131223211341,0.05997001499250374,0.056227157717177394,0.052042674993494666,0.047080979284369114,0.04338394793926247,0.04166666666666667,0.041118421052631575,0.03901677721420211,0.03653635367190354,0.034952813701502966,0.03322259136212625,0.031387319522912745,0.029770765108663295,0.0282845424975251,0.026791694574681845,0.025687130747495505,0.06241418050181001,0.0604814322003145,0.057477871019657435,0.05623031938821412,0.05445436724025267,0.05339028296849973
Slovakia,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.18717828731867103,0.1771479185119575,0.16771488469601675,0.15319800842589046,0.14352350197344815,0.13188262446422683,0.11994002998500748,0.11245431543435479,0.10408534998698933,0.09416195856873823,0.08676789587852494,0.08333333333333334,0.08223684210526315,0.07803355442840422,0.07307270734380708,0.06990562740300593,0.0664451827242525,0.06277463904582549,0.05954153021732659,0.0565690849950502,0.05358338914936369,0.05137426149499101,0.049931344401448,0.0483851457602516,0.045982296815725944,0.0449842555105713,0.04356349379220214,0.04271222637479979
South_Africa,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09891196834817012,0.08995502248875561,0.08434073657576609,0.078064012490242,0.07062146892655367,0.0650759219088937,0.0625,0.061677631578947366,0.058525165821303154,0.05480453050785532,0.05242922055225446,0.11627906976744186,0.1098556183301946,0.10419767788032153,0.09899589874133786,0.09377093101138648,0.08990495761623427,0.08737985270253402,0.0846740050804403,0.08046901942752041,0.07872244714349977,0.07623611413635373,0.07474639615589962
South_Korea,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0282845424975251,0.026791694574681845,0.025687130747495505,0.06241418050181001,0.0604814322003145,0.057477871019657435,0.05623031938821412,0.05445436724025267,0.05339028296849973
Spain,0.0,0.0,0.6305170239596469,0.5154639175257731,0.4374453193350831,0.37735849056603776,0.6931316950220542,0.641025641025641,0.6343713956170703,0.5702436495593572,0.5147402901263454,0.48715677590788303,0.46121593291404617,0.42129452317119875,0.3946896304269824,0.3626772172766238,0.5397301349325337,0.5060444194545966,0.468384074941452,0.423728813559322,0.39045553145336226,0.375,0.5345394736842105,0.6827936012485368,0.639386189258312,0.611674239776302,0.5813953488372093,0.549278091650973,0.5209883894016076,0.4949794937066893,0.46885465505693236,0.44952478808117136,0.43689926351267006,0.42337002540220153,0.402345097137602,0.39361223571749887,0.3811805706817687,0.37373198077949815
Sweden,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4662004662004662,0.461361014994233,0.41472265422498705,0.37435657463734207,0.354295837023915,0.3354297693920335,0.3063960168517809,0.2870470039468963,0.26376524892845365,0.23988005997001496,0.22490863086870957,0.44236273744470467,0.4001883239171375,0.368763557483731,0.35416666666666663,0.3495065789473684,0.3316426063207179,0.3105590062111801,0.29709891646277525,0.2823920265780731,0.423728813559322,0.5656445370646026,0.5374063074529769,0.6697923643670463,0.6421782686873876,0.6241418050181001,0.604814322003145,0.5747787101965743,0.5623031938821412,0.5445436724025267,0.6727175654030967
